Year,GEO,Income concept,Economic family type,GINI
1995,British Columbia,Total income,"Non-elderly males, earner",0.374
1995,British Columbia,Total income,Non-elderly females,0.385
1995,British Columbia,Total income,"Non-elderly females, non-earner",0.43
1995,British Columbia,Total income,"Non-elderly females, earner",0.345
1995,British Columbia,After-tax income,All family units,0.363
1995,British Columbia,After-tax income,"Economic families, two persons or more",0.294
1995,British Columbia,After-tax income,Elderly families,0.245
1995,British Columbia,After-tax income,Elderly married couples,0.228
1995,British Columbia,After-tax income,Other elderly families,0.267
1995,British Columbia,After-tax income,Non-elderly families,0.295
1995,British Columbia,After-tax income,Married couples,0.294
1995,British Columbia,After-tax income,"Married couples, no earners",0.377
1995,British Columbia,After-tax income,"Married couples, one earner",0.337
1995,British Columbia,After-tax income,"Married couples, two earners",0.243
1995,British Columbia,After-tax income,Two-parent families with children,0.26
1995,British Columbia,After-tax income,"Two-parent families with children, no earners",
1995,British Columbia,After-tax income,"Two-parent families with children, one earner",0.261
1995,British Columbia,After-tax income,"Two-parent families with children, two earners",0.219
1995,British Columbia,After-tax income,"Two-parent families with children, three or more earners",0.235
1995,British Columbia,After-tax income,Married couples with other relatives,0.264
1995,British Columbia,After-tax income,Lone-parent families,0.306
1995,British Columbia,After-tax income,Male lone-parent families,0.269
1995,British Columbia,After-tax income,Female lone-parent families,0.31
1995,British Columbia,After-tax income,"Female lone-parent families, no earners",0.27
1995,British Columbia,After-tax income,"Female lone-parent families, one earner",0.269
1995,British Columbia,After-tax income,"Female lone-parent families, two or more earners",0.227
1995,British Columbia,After-tax income,Other non-elderly families,0.289
1995,British Columbia,After-tax income,Unattached individuals,0.348
1995,British Columbia,After-tax income,Elderly males,0.291
1995,British Columbia,After-tax income,"Elderly males, non-earner",0.237
1995,British Columbia,After-tax income,"Elderly males, earner",
1995,British Columbia,After-tax income,Elderly females,0.251
1995,British Columbia,After-tax income,"Elderly females, non-earner",0.242
1995,British Columbia,After-tax income,"Elderly females, earner",
1995,British Columbia,After-tax income,Non-elderly males,0.377
1995,British Columbia,After-tax income,"Non-elderly males, non-earner",0.423
1995,British Columbia,After-tax income,"Non-elderly males, earner",0.337
1995,British Columbia,After-tax income,Non-elderly females,0.347
1995,British Columbia,After-tax income,"Non-elderly females, non-earner",0.399
1995,British Columbia,After-tax income,"Non-elderly females, earner",0.309
1996,Canada,Market income,All family units,0.513
1996,Canada,Market income,"Economic families, two persons or more",0.443
1996,Canada,Market income,Elderly families,0.565
1996,Canada,Market income,Elderly married couples,0.568
1996,Canada,Market income,Other elderly families,0.535
1996,Canada,Market income,Non-elderly families,0.412
1996,Canada,Market income,Married couples,0.407
1996,Canada,Market income,"Married couples, no earners",0.622
1996,Canada,Market income,"Married couples, one earner",0.427
1996,Canada,Market income,"Married couples, two earners",0.333
1996,Canada,Market income,Two-parent families with children,0.358
1996,Canada,Market income,"Two-parent families with children, no earners",0.882
1996,Canada,Market income,"Two-parent families with children, one earner",0.418
1996,Canada,Market income,"Two-parent families with children, two earners",0.306
1996,Canada,Market income,"Two-parent families with children, three or more earners",0.286
1996,Canada,Market income,Married couples with other relatives,0.344
1996,Canada,Market income,Lone-parent families,0.604
1996,Canada,Market income,Male lone-parent families,0.481
1996,Canada,Market income,Female lone-parent families,0.613
1996,Canada,Market income,"Female lone-parent families, no earners",0.883
1996,Canada,Market income,"Female lone-parent families, one earner",0.446
1996,Canada,Market income,"Female lone-parent families, two or more earners",0.347
1996,Canada,Market income,Other non-elderly families,0.431
1996,Canada,Market income,Unattached individuals,0.589
1996,Canada,Market income,Elderly males,0.685
1996,Canada,Market income,"Elderly males, non-earner",0.691
1996,Canada,Market income,"Elderly males, earner",0.552
1996,Canada,Market income,Elderly females,0.699
1996,Canada,Market income,"Elderly females, non-earner",0.703
1996,Canada,Market income,"Elderly females, earner",0.513
1996,Canada,Market income,Non-elderly males,0.526
1996,Canada,Market income,"Non-elderly males, non-earner",0.894
1996,Canada,Market income,"Non-elderly males, earner",0.425
1996,Canada,Market income,Non-elderly females,0.533
1996,Canada,Market income,"Non-elderly females, non-earner",0.818
1996,Canada,Market income,"Non-elderly females, earner",0.418
1996,Canada,Total income,All family units,0.414
1996,Canada,Total income,"Economic families, two persons or more",0.354
1996,Canada,Total income,Elderly families,0.313
1996,Canada,Total income,Elderly married couples,0.298
1996,Canada,Total income,Other elderly families,0.328
1996,Canada,Total income,Non-elderly families,0.351
1996,Canada,Total income,Married couples,0.356
1996,Canada,Total income,"Married couples, no earners",0.386
1996,Canada,Total income,"Married couples, one earner",0.364
1996,Canada,Total income,"Married couples, two earners",0.313
1996,Canada,Total income,Two-parent families with children,0.307
1996,Canada,Total income,"Two-parent families with children, no earners",0.299
1996,Canada,Total income,"Two-parent families with children, one earner",0.329
1996,Canada,Total income,"Two-parent families with children, two earners",0.27
1996,Canada,Total income,"Two-parent families with children, three or more earners",0.263
1996,Canada,Total income,Married couples with other relatives,0.305
1996,Canada,Total income,Lone-parent families,0.36
1996,Canada,Total income,Male lone-parent families,0.375
1996,Canada,Total income,Female lone-parent families,0.34
1996,Canada,Total income,"Female lone-parent families, no earners",0.21
1996,Canada,Total income,"Female lone-parent families, one earner",0.305
1996,Canada,Total income,"Female lone-parent families, two or more earners",0.269
1996,Canada,Total income,Other non-elderly families,0.351
1996,Canada,Total income,Unattached individuals,0.409
1996,Canada,Total income,Elderly males,0.352
1996,Canada,Total income,"Elderly males, non-earner",0.324
1996,Canada,Total income,"Elderly males, earner",0.412
1996,Canada,Total income,Elderly females,0.279
1996,Canada,Total income,"Elderly females, non-earner",0.268
1996,Canada,Total income,"Elderly females, earner",0.357
1996,Canada,Total income,Non-elderly males,0.435
1996,Canada,Total income,"Non-elderly males, non-earner",0.417
1996,Canada,Total income,"Non-elderly males, earner",0.387
1996,Canada,Total income,Non-elderly females,0.424
1996,Canada,Total income,"Non-elderly females, non-earner",0.399
1996,Canada,Total income,"Non-elderly females, earner",0.383
1996,Canada,After-tax income,All family units,0.372
1996,Canada,After-tax income,"Economic families, two persons or more",0.31
1996,Canada,After-tax income,Elderly families,0.261
1996,Canada,After-tax income,Elderly married couples,0.241
1996,Canada,After-tax income,Other elderly families,0.285
1996,Canada,After-tax income,Non-elderly families,0.31
1996,Canada,After-tax income,Married couples,0.311
1996,Canada,After-tax income,"Married couples, no earners",0.339
1996,Canada,After-tax income,"Married couples, one earner",0.304
1996,Canada,After-tax income,"Married couples, two earners",0.273
1996,Canada,After-tax income,Two-parent families with children,0.265
1996,Canada,After-tax income,"Two-parent families with children, no earners",0.287
1996,Canada,After-tax income,"Two-parent families with children, one earner",0.268
1996,Canada,After-tax income,"Two-parent families with children, two earners",0.231
1996,Canada,After-tax income,"Two-parent families with children, three or more earners",0.226
1996,Canada,After-tax income,Married couples with other relatives,0.27
1996,Canada,After-tax income,Lone-parent families,0.313
1996,Canada,After-tax income,Male lone-parent families,0.331
1996,Canada,After-tax income,Female lone-parent families,0.297
1996,Canada,After-tax income,"Female lone-parent families, no earners",0.205
1996,Canada,After-tax income,"Female lone-parent families, one earner",0.26
1996,Canada,After-tax income,"Female lone-parent families, two or more earners",0.237
1996,Canada,After-tax income,Other non-elderly families,0.32
1996,Canada,After-tax income,Unattached individuals,0.354
1996,Canada,After-tax income,Elderly males,0.283
1996,Canada,After-tax income,"Elderly males, non-earner",0.259
1996,Canada,After-tax income,"Elderly males, earner",0.347
1996,Canada,After-tax income,Elderly females,0.221
1996,Canada,After-tax income,"Elderly females, non-earner",0.212
1996,Canada,After-tax income,"Elderly females, earner",0.297
1996,Canada,After-tax income,Non-elderly males,0.387
1996,Canada,After-tax income,"Non-elderly males, non-earner",0.385
1996,Canada,After-tax income,"Non-elderly males, earner",0.343
1996,Canada,After-tax income,Non-elderly females,0.378
1996,Canada,After-tax income,"Non-elderly females, non-earner",0.366
1996,Canada,After-tax income,"Non-elderly females, earner",0.341
1996,Newfoundland and Labrador,Market income,All family units,0.545
1996,Newfoundland and Labrador,Market income,"Economic families, two persons or more",0.495
1996,Newfoundland and Labrador,Market income,Elderly families,0.682
1996,Newfoundland and Labrador,Market income,Elderly married couples,0.703
1996,Newfoundland and Labrador,Market income,Other elderly families,0.636
1996,Newfoundland and Labrador,Market income,Non-elderly families,0.455
1996,Newfoundland and Labrador,Market income,Married couples,0.444
1996,Newfoundland and Labrador,Market income,"Married couples, no earners",0.681
1996,Newfoundland and Labrador,Market income,"Married couples, one earner",0.431
1996,Newfoundland and Labrador,Market income,"Married couples, two earners",0.305
1996,Newfoundland and Labrador,Market income,Two-parent families with children,0.416
1996,Newfoundland and Labrador,Market income,"Two-parent families with children, no earners",0.926
1996,Newfoundland and Labrador,Market income,"Two-parent families with children, one earner",0.424
1996,Newfoundland and Labrador,Market income,"Two-parent families with children, two earners",0.338
1996,Newfoundland and Labrador,Market income,"Two-parent families with children, three or more earners",0.294
1996,Newfoundland and Labrador,Market income,Married couples with other relatives,0.388
1996,Newfoundland and Labrador,Market income,Lone-parent families,0.718
1996,Newfoundland and Labrador,Market income,Male lone-parent families,
1996,Newfoundland and Labrador,Market income,Female lone-parent families,0.741
1996,Newfoundland and Labrador,Market income,"Female lone-parent families, no earners",0.839
1996,Newfoundland and Labrador,Market income,"Female lone-parent families, one earner",0.502
1996,Newfoundland and Labrador,Market income,"Female lone-parent families, two or more earners",
1996,Newfoundland and Labrador,Market income,Other non-elderly families,0.491
1996,Newfoundland and Labrador,Market income,Unattached individuals,0.71
1996,Newfoundland and Labrador,Market income,Elderly males,0.687
1996,Newfoundland and Labrador,Market income,"Elderly males, non-earner",0.7
1996,Newfoundland and Labrador,Market income,"Elderly males, earner",
1996,Newfoundland and Labrador,Market income,Elderly females,0.884
1996,Newfoundland and Labrador,Market income,"Elderly females, non-earner",0.884
1996,Newfoundland and Labrador,Market income,"Elderly females, earner",
1996,Newfoundland and Labrador,Market income,Non-elderly males,0.665
1996,Newfoundland and Labrador,Market income,"Non-elderly males, non-earner",0.883
1996,Newfoundland and Labrador,Market income,"Non-elderly males, earner",0.496
1996,Newfoundland and Labrador,Market income,Non-elderly females,0.595
1996,Newfoundland and Labrador,Market income,"Non-elderly females, non-earner",0.804
1996,Newfoundland and Labrador,Market income,"Non-elderly females, earner",0.421
1996,Newfoundland and Labrador,Total income,All family units,0.375
1996,Newfoundland and Labrador,Total income,"Economic families, two persons or more",0.331
1996,Newfoundland and Labrador,Total income,Elderly families,0.257
1996,Newfoundland and Labrador,Total income,Elderly married couples,0.216
1996,Newfoundland and Labrador,Total income,Other elderly families,0.288
1996,Newfoundland and Labrador,Total income,Non-elderly families,0.329
1996,Newfoundland and Labrador,Total income,Married couples,0.333
1996,Newfoundland and Labrador,Total income,"Married couples, no earners",0.37
1996,Newfoundland and Labrador,Total income,"Married couples, one earner",0.323
1996,Newfoundland and Labrador,Total income,"Married couples, two earners",0.245
1996,Newfoundland and Labrador,Total income,Two-parent families with children,0.292
1996,Newfoundland and Labrador,Total income,"Two-parent families with children, no earners",0.257
1996,Newfoundland and Labrador,Total income,"Two-parent families with children, one earner",0.27
1996,Newfoundland and Labrador,Total income,"Two-parent families with children, two earners",0.251
1996,Newfoundland and Labrador,Total income,"Two-parent families with children, three or more earners",0.224
1996,Newfoundland and Labrador,Total income,Married couples with other relatives,0.294
1996,Newfoundland and Labrador,Total income,Lone-parent families,0.345
1996,Newfoundland and Labrador,Total income,Male lone-parent families,
1996,Newfoundland and Labrador,Total income,Female lone-parent families,0.348
1996,Newfoundland and Labrador,Total income,"Female lone-parent families, no earners",0.177
1996,Newfoundland and Labrador,Total income,"Female lone-parent families, one earner",0.345
1996,Newfoundland and Labrador,Total income,"Female lone-parent families, two or more earners",
1996,Newfoundland and Labrador,Total income,Other non-elderly families,0.346
1996,Newfoundland and Labrador,Total income,Unattached individuals,0.416
1996,Newfoundland and Labrador,Total income,Elderly males,0.235
1996,Newfoundland and Labrador,Total income,"Elderly males, non-earner",0.234
1996,Newfoundland and Labrador,Total income,"Elderly males, earner",
1996,Newfoundland and Labrador,Total income,Elderly females,0.116
1996,Newfoundland and Labrador,Total income,"Elderly females, non-earner",0.116
1996,Newfoundland and Labrador,Total income,"Elderly females, earner",
1996,Newfoundland and Labrador,Total income,Non-elderly males,0.487
1996,Newfoundland and Labrador,Total income,"Non-elderly males, non-earner",0.32
1996,Newfoundland and Labrador,Total income,"Non-elderly males, earner",0.426
1996,Newfoundland and Labrador,Total income,Non-elderly females,0.456
1996,Newfoundland and Labrador,Total income,"Non-elderly females, non-earner",0.417
1996,Newfoundland and Labrador,Total income,"Non-elderly females, earner",0.385
1996,Newfoundland and Labrador,After-tax income,All family units,0.338
1996,Newfoundland and Labrador,After-tax income,"Economic families, two persons or more",0.293
1996,Newfoundland and Labrador,After-tax income,Elderly families,0.224
1996,Newfoundland and Labrador,After-tax income,Elderly married couples,0.177
1996,Newfoundland and Labrador,After-tax income,Other elderly families,0.259
1996,Newfoundland and Labrador,After-tax income,Non-elderly families,0.294
1996,Newfoundland and Labrador,After-tax income,Married couples,0.294
1996,Newfoundland and Labrador,After-tax income,"Married couples, no earners",0.328
1996,Newfoundland and Labrador,After-tax income,"Married couples, one earner",0.277
1996,Newfoundland and Labrador,After-tax income,"Married couples, two earners",0.216
1996,Newfoundland and Labrador,After-tax income,Two-parent families with children,0.257
1996,Newfoundland and Labrador,After-tax income,"Two-parent families with children, no earners",0.239
1996,Newfoundland and Labrador,After-tax income,"Two-parent families with children, one earner",0.226
1996,Newfoundland and Labrador,After-tax income,"Two-parent families with children, two earners",0.218
1996,Newfoundland and Labrador,After-tax income,"Two-parent families with children, three or more earners",0.198
1996,Newfoundland and Labrador,After-tax income,Married couples with other relatives,0.267
1996,Newfoundland and Labrador,After-tax income,Lone-parent families,0.299
1996,Newfoundland and Labrador,After-tax income,Male lone-parent families,
1996,Newfoundland and Labrador,After-tax income,Female lone-parent families,0.303
1996,Newfoundland and Labrador,After-tax income,"Female lone-parent families, no earners",0.17
1996,Newfoundland and Labrador,After-tax income,"Female lone-parent families, one earner",0.294
1996,Newfoundland and Labrador,After-tax income,"Female lone-parent families, two or more earners",
1996,Newfoundland and Labrador,After-tax income,Other non-elderly families,0.319
1996,Newfoundland and Labrador,After-tax income,Unattached individuals,0.365
1996,Newfoundland and Labrador,After-tax income,Elderly males,0.208
1996,Newfoundland and Labrador,After-tax income,"Elderly males, non-earner",0.206
1996,Newfoundland and Labrador,After-tax income,"Elderly males, earner",
1996,Newfoundland and Labrador,After-tax income,Elderly females,0.097
1996,Newfoundland and Labrador,After-tax income,"Elderly females, non-earner",0.097
1996,Newfoundland and Labrador,After-tax income,"Elderly females, earner",
1996,Newfoundland and Labrador,After-tax income,Non-elderly males,0.436
1996,Newfoundland and Labrador,After-tax income,"Non-elderly males, non-earner",0.298
1996,Newfoundland and Labrador,After-tax income,"Non-elderly males, earner",0.383
1996,Newfoundland and Labrador,After-tax income,Non-elderly females,0.416
1996,Newfoundland and Labrador,After-tax income,"Non-elderly females, non-earner",0.384
1996,Newfoundland and Labrador,After-tax income,"Non-elderly females, earner",0.357
1996,Prince Edward Island,Market income,All family units,0.482
1996,Prince Edward Island,Market income,"Economic families, two persons or more",0.409
1996,Prince Edward Island,Market income,Elderly families,0.582
1996,Prince Edward Island,Market income,Elderly married couples,0.596
1996,Prince Edward Island,Market income,Other elderly families,0.547
1996,Prince Edward Island,Market income,Non-elderly families,0.367
1996,Prince Edward Island,Market income,Married couples,0.357
1996,Prince Edward Island,Market income,"Married couples, no earners",
1996,Prince Edward Island,Market income,"Married couples, one earner",0.343
1996,Prince Edward Island,Market income,"Married couples, two earners",0.327
1996,Prince Edward Island,Market income,Two-parent families with children,0.331
1996,Prince Edward Island,Market income,"Two-parent families with children, no earners",
1996,Prince Edward Island,Market income,"Two-parent families with children, one earner",0.415
1996,Prince Edward Island,Market income,"Two-parent families with children, two earners",0.304
1996,Prince Edward Island,Market income,"Two-parent families with children, three or more earners",0.308
1996,Prince Edward Island,Market income,Married couples with other relatives,0.269
1996,Prince Edward Island,Market income,Lone-parent families,0.502
1996,Prince Edward Island,Market income,Male lone-parent families,
1996,Prince Edward Island,Market income,Female lone-parent families,0.512
1996,Prince Edward Island,Market income,"Female lone-parent families, no earners",
1996,Prince Edward Island,Market income,"Female lone-parent families, one earner",0.424
1996,Prince Edward Island,Market income,"Female lone-parent families, two or more earners",
1996,Prince Edward Island,Market income,Other non-elderly families,0.363
1996,Prince Edward Island,Market income,Unattached individuals,0.608
1996,Prince Edward Island,Market income,Elderly males,0.712
1996,Prince Edward Island,Market income,"Elderly males, non-earner",0.73
1996,Prince Edward Island,Market income,"Elderly males, earner",
1996,Prince Edward Island,Market income,Elderly females,0.747
1996,Prince Edward Island,Market income,"Elderly females, non-earner",0.75
1996,Prince Edward Island,Market income,"Elderly females, earner",
1996,Prince Edward Island,Market income,Non-elderly males,0.522
1996,Prince Edward Island,Market income,"Non-elderly males, non-earner",0.904
1996,Prince Edward Island,Market income,"Non-elderly males, earner",0.427
1996,Prince Edward Island,Market income,Non-elderly females,0.517
1996,Prince Edward Island,Market income,"Non-elderly females, non-earner",0.825
1996,Prince Edward Island,Market income,"Non-elderly females, earner",0.409
1996,Prince Edward Island,Total income,All family units,0.354
1996,Prince Edward Island,Total income,"Economic families, two persons or more",0.291
1996,Prince Edward Island,Total income,Elderly families,0.297
1996,Prince Edward Island,Total income,Elderly married couples,0.298
1996,Prince Edward Island,Total income,Other elderly families,0.285
1996,Prince Edward Island,Total income,Non-elderly families,0.283
1996,Prince Edward Island,Total income,Married couples,0.276
1996,Prince Edward Island,Total income,"Married couples, no earners",
1996,Prince Edward Island,Total income,"Married couples, one earner",0.229
1996,Prince Edward Island,Total income,"Married couples, two earners",0.264
1996,Prince Edward Island,Total income,Two-parent families with children,0.252
1996,Prince Edward Island,Total income,"Two-parent families with children, no earners",
1996,Prince Edward Island,Total income,"Two-parent families with children, one earner",0.257
1996,Prince Edward Island,Total income,"Two-parent families with children, two earners",0.227
1996,Prince Edward Island,Total income,"Two-parent families with children, three or more earners",0.245
1996,Prince Edward Island,Total income,Married couples with other relatives,0.214
1996,Prince Edward Island,Total income,Lone-parent families,0.292
1996,Prince Edward Island,Total income,Male lone-parent families,
1996,Prince Edward Island,Total income,Female lone-parent families,0.296
1996,Prince Edward Island,Total income,"Female lone-parent families, no earners",
1996,Prince Edward Island,Total income,"Female lone-parent families, one earner",0.258
1996,Prince Edward Island,Total income,"Female lone-parent families, two or more earners",
1996,Prince Edward Island,Total income,Other non-elderly families,0.27
1996,Prince Edward Island,Total income,Unattached individuals,0.368
1996,Prince Edward Island,Total income,Elderly males,0.158
1996,Prince Edward Island,Total income,"Elderly males, non-earner",0.158
1996,Prince Edward Island,Total income,"Elderly males, earner",
1996,Prince Edward Island,Total income,Elderly females,0.269
1996,Prince Edward Island,Total income,"Elderly females, non-earner",0.254
1996,Prince Edward Island,Total income,"Elderly females, earner",
1996,Prince Edward Island,Total income,Non-elderly males,0.399
1996,Prince Edward Island,Total income,"Non-elderly males, non-earner",0.486
1996,Prince Edward Island,Total income,"Non-elderly males, earner",0.343
1996,Prince Edward Island,Total income,Non-elderly females,0.399
1996,Prince Edward Island,Total income,"Non-elderly females, non-earner",0.438
1996,Prince Edward Island,Total income,"Non-elderly females, earner",0.351
1996,Prince Edward Island,After-tax income,All family units,0.325
1996,Prince Edward Island,After-tax income,"Economic families, two persons or more",0.26
1996,Prince Edward Island,After-tax income,Elderly families,0.249
1996,Prince Edward Island,After-tax income,Elderly married couples,0.239
1996,Prince Edward Island,After-tax income,Other elderly families,0.259
1996,Prince Edward Island,After-tax income,Non-elderly families,0.257
1996,Prince Edward Island,After-tax income,Married couples,0.25
1996,Prince Edward Island,After-tax income,"Married couples, no earners",
1996,Prince Edward Island,After-tax income,"Married couples, one earner",0.223
1996,Prince Edward Island,After-tax income,"Married couples, two earners",0.237
1996,Prince Edward Island,After-tax income,Two-parent families with children,0.227
1996,Prince Edward Island,After-tax income,"Two-parent families with children, no earners",
1996,Prince Edward Island,After-tax income,"Two-parent families with children, one earner",0.214
1996,Prince Edward Island,After-tax income,"Two-parent families with children, two earners",0.198
1996,Prince Edward Island,After-tax income,"Two-parent families with children, three or more earners",0.223
1996,Prince Edward Island,After-tax income,Married couples with other relatives,0.191
1996,Prince Edward Island,After-tax income,Lone-parent families,0.265
1996,Prince Edward Island,After-tax income,Male lone-parent families,
1996,Prince Edward Island,After-tax income,Female lone-parent families,0.27
1996,Prince Edward Island,After-tax income,"Female lone-parent families, no earners",
1996,Prince Edward Island,After-tax income,"Female lone-parent families, one earner",0.224
1996,Prince Edward Island,After-tax income,"Female lone-parent families, two or more earners",
1996,Prince Edward Island,After-tax income,Other non-elderly families,0.248
1996,Prince Edward Island,After-tax income,Unattached individuals,0.326
1996,Prince Edward Island,After-tax income,Elderly males,0.142
1996,Prince Edward Island,After-tax income,"Elderly males, non-earner",0.145
1996,Prince Edward Island,After-tax income,"Elderly males, earner",
1996,Prince Edward Island,After-tax income,Elderly females,0.223
1996,Prince Edward Island,After-tax income,"Elderly females, non-earner",0.211
1996,Prince Edward Island,After-tax income,"Elderly females, earner",
1996,Prince Edward Island,After-tax income,Non-elderly males,0.368
1996,Prince Edward Island,After-tax income,"Non-elderly males, non-earner",0.44
1996,Prince Edward Island,After-tax income,"Non-elderly males, earner",0.317
1996,Prince Edward Island,After-tax income,Non-elderly females,0.362
1996,Prince Edward Island,After-tax income,"Non-elderly females, non-earner",0.396
1996,Prince Edward Island,After-tax income,"Non-elderly females, earner",0.319
1996,Nova Scotia,Market income,All family units,0.516
1996,Nova Scotia,Market income,"Economic families, two persons or more",0.448
1996,Nova Scotia,Market income,Elderly families,0.634
1996,Nova Scotia,Market income,Elderly married couples,0.636
1996,Nova Scotia,Market income,Other elderly families,0.59
1996,Nova Scotia,Market income,Non-elderly families,0.405
1996,Nova Scotia,Market income,Married couples,0.393
1996,Nova Scotia,Market income,"Married couples, no earners",0.623
1996,Nova Scotia,Market income,"Married couples, one earner",0.392
1996,Nova Scotia,Market income,"Married couples, two earners",0.317
1996,Nova Scotia,Market income,Two-parent families with children,0.336
1996,Nova Scotia,Market income,"Two-parent families with children, no earners",
1996,Nova Scotia,Market income,"Two-parent families with children, one earner",0.355
1996,Nova Scotia,Market income,"Two-parent families with children, two earners",0.291
1996,Nova Scotia,Market income,"Two-parent families with children, three or more earners",0.286
1996,Nova Scotia,Market income,Married couples with other relatives,0.314
1996,Nova Scotia,Market income,Lone-parent families,0.672
1996,Nova Scotia,Market income,Male lone-parent families,0.411
1996,Nova Scotia,Market income,Female lone-parent families,0.688
1996,Nova Scotia,Market income,"Female lone-parent families, no earners",0.887
1996,Nova Scotia,Market income,"Female lone-parent families, one earner",0.528
1996,Nova Scotia,Market income,"Female lone-parent families, two or more earners",0.325
1996,Nova Scotia,Market income,Other non-elderly families,0.467
1996,Nova Scotia,Market income,Unattached individuals,0.612
1996,Nova Scotia,Market income,Elderly males,0.662
1996,Nova Scotia,Market income,"Elderly males, non-earner",0.674
1996,Nova Scotia,Market income,"Elderly males, earner",
1996,Nova Scotia,Market income,Elderly females,0.755
1996,Nova Scotia,Market income,"Elderly females, non-earner",0.76
1996,Nova Scotia,Market income,"Elderly females, earner",
1996,Nova Scotia,Market income,Non-elderly males,0.492
1996,Nova Scotia,Market income,"Non-elderly males, non-earner",0.868
1996,Nova Scotia,Market income,"Non-elderly males, earner",0.389
1996,Nova Scotia,Market income,Non-elderly females,0.558
1996,Nova Scotia,Market income,"Non-elderly females, non-earner",0.796
1996,Nova Scotia,Market income,"Non-elderly females, earner",0.443
1996,Nova Scotia,Total income,All family units,0.381
1996,Nova Scotia,Total income,"Economic families, two persons or more",0.326
1996,Nova Scotia,Total income,Elderly families,0.307
1996,Nova Scotia,Total income,Elderly married couples,0.255
1996,Nova Scotia,Total income,Other elderly families,0.35
1996,Nova Scotia,Total income,Non-elderly families,0.32
1996,Nova Scotia,Total income,Married couples,0.323
1996,Nova Scotia,Total income,"Married couples, no earners",0.383
1996,Nova Scotia,Total income,"Married couples, one earner",0.318
1996,Nova Scotia,Total income,"Married couples, two earners",0.284
1996,Nova Scotia,Total income,Two-parent families with children,0.272
1996,Nova Scotia,Total income,"Two-parent families with children, no earners",
1996,Nova Scotia,Total income,"Two-parent families with children, one earner",0.26
1996,Nova Scotia,Total income,"Two-parent families with children, two earners",0.239
1996,Nova Scotia,Total income,"Two-parent families with children, three or more earners",0.248
1996,Nova Scotia,Total income,Married couples with other relatives,0.249
1996,Nova Scotia,Total income,Lone-parent families,0.331
1996,Nova Scotia,Total income,Male lone-parent families,0.248
1996,Nova Scotia,Total income,Female lone-parent families,0.319
1996,Nova Scotia,Total income,"Female lone-parent families, no earners",0.211
1996,Nova Scotia,Total income,"Female lone-parent families, one earner",0.335
1996,Nova Scotia,Total income,"Female lone-parent families, two or more earners",0.228
1996,Nova Scotia,Total income,Other non-elderly families,0.35
1996,Nova Scotia,Total income,Unattached individuals,0.377
1996,Nova Scotia,Total income,Elderly males,0.291
1996,Nova Scotia,Total income,"Elderly males, non-earner",0.265
1996,Nova Scotia,Total income,"Elderly males, earner",
1996,Nova Scotia,Total income,Elderly females,0.216
1996,Nova Scotia,Total income,"Elderly females, non-earner",0.205
1996,Nova Scotia,Total income,"Elderly females, earner",
1996,Nova Scotia,Total income,Non-elderly males,0.38
1996,Nova Scotia,Total income,"Non-elderly males, non-earner",0.459
1996,Nova Scotia,Total income,"Non-elderly males, earner",0.331
1996,Nova Scotia,Total income,Non-elderly females,0.458
1996,Nova Scotia,Total income,"Non-elderly females, non-earner",0.508
1996,Nova Scotia,Total income,"Non-elderly females, earner",0.403
1996,Nova Scotia,After-tax income,All family units,0.345
1996,Nova Scotia,After-tax income,"Economic families, two persons or more",0.289
1996,Nova Scotia,After-tax income,Elderly families,0.258
1996,Nova Scotia,After-tax income,Elderly married couples,0.207
1996,Nova Scotia,After-tax income,Other elderly families,0.3
1996,Nova Scotia,After-tax income,Non-elderly families,0.288
1996,Nova Scotia,After-tax income,Married couples,0.286
1996,Nova Scotia,After-tax income,"Married couples, no earners",0.334
1996,Nova Scotia,After-tax income,"Married couples, one earner",0.276
1996,Nova Scotia,After-tax income,"Married couples, two earners",0.253
1996,Nova Scotia,After-tax income,Two-parent families with children,0.243
1996,Nova Scotia,After-tax income,"Two-parent families with children, no earners",
1996,Nova Scotia,After-tax income,"Two-parent families with children, one earner",0.229
1996,Nova Scotia,After-tax income,"Two-parent families with children, two earners",0.211
1996,Nova Scotia,After-tax income,"Two-parent families with children, three or more earners",0.217
1996,Nova Scotia,After-tax income,Married couples with other relatives,0.228
1996,Nova Scotia,After-tax income,Lone-parent families,0.294
1996,Nova Scotia,After-tax income,Male lone-parent families,0.216
1996,Nova Scotia,After-tax income,Female lone-parent families,0.286
1996,Nova Scotia,After-tax income,"Female lone-parent families, no earners",0.206
1996,Nova Scotia,After-tax income,"Female lone-parent families, one earner",0.295
1996,Nova Scotia,After-tax income,"Female lone-parent families, two or more earners",0.202
1996,Nova Scotia,After-tax income,Other non-elderly families,0.319
1996,Nova Scotia,After-tax income,Unattached individuals,0.332
1996,Nova Scotia,After-tax income,Elderly males,0.235
1996,Nova Scotia,After-tax income,"Elderly males, non-earner",0.216
1996,Nova Scotia,After-tax income,"Elderly males, earner",
1996,Nova Scotia,After-tax income,Elderly females,0.179
1996,Nova Scotia,After-tax income,"Elderly females, non-earner",0.171
1996,Nova Scotia,After-tax income,"Elderly females, earner",
1996,Nova Scotia,After-tax income,Non-elderly males,0.344
1996,Nova Scotia,After-tax income,"Non-elderly males, non-earner",0.42
1996,Nova Scotia,After-tax income,"Non-elderly males, earner",0.3
